"id","portail","module","route","type","libelle","source","composants","actions","permissions","politique_registre","defauts","responsable","exigence_design","methode","revue_statique","statut","test_ui","preuve_ui","baseline","version_source"
"ACT-02ea5a896c35","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","ACTION_JSX","{mode === 'budget' ? 'Prévisions mensuelles' : 'Révision trimestrielle'}","src/pages/production/BudgetManagementPage.tsx:934","src/pages/production/BudgetManagementPage.tsx","{() => !refreshing && setActiveTab('matrix')}","src/pages/production/BudgetManagementPage.tsx:742 annualBudgetService.canReviseQuarter(quarter, currentMonth) | src/pages/production/BudgetManagementPage.tsx:893 annualBudgetService.canReviseQuarter(quarter, currentMonth)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-035110c8310b","admin | owner | sonasp","public-et-alias","/sonasp/cessions-comptoirs","ACTION_JSX","Actualiser","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:189","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx","{() => void load()}","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:76 hasCapability(user, CAPABILITIES.SONASP_APPROVE) | src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:77 hasCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot public-et-alias","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-035b5a9c3d5a","public","authentification","/modifier-mot-de-passe","ACTION_JSX","Recevoir un nouveau lien","src/pages/auth/UpdatePassword.tsx:120","src/pages/auth/UpdatePassword.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot authentification","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-03a29583ced9","admin | owner | sonasp","dashboard","/dashboard","ACTION_JSX","Valeur","src/pages/dashboards/GlobalDashboardEnhanced.tsx:216","src/pages/dashboards/GlobalDashboardEnhanced.tsx","{() => setChartMode('value')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot pilotage national","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-03bf60c0aab7","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/:id | /production/daily","ACTION_JSX","{uploading ? ( <> <div className=""w-4 h-4 border-2 border-white border-t-transparent rounded-full ani}","src/components/production/ProductionDocumentUpload.tsx:246","src/components/production/ProductionDocumentUpload.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-03ef1ef89a91","admin | customer | mine | owner | refinery | sonasp","sales","/sales/:id","ACTION_JSX","{tr('Refuser la vente', 'Reject sale')}","src/pages/sales/InternationalSaleDetailView.tsx:145","src/pages/sales/InternationalSaleDetailView.tsx","{() => { setDecision('reject'); setReason(''); }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot ventes internationales et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-03fda6a4ab55","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","ACTION_JSX","{saving ? 'Enregistrement…' : 'Enregistrer'} {hasPendingChanges() && ( <em>{Object.keys(mode === 'budget' ? pendingBudgets : pendingForecasts).len}","src/pages/production/BudgetManagementPage.tsx:783","src/pages/production/BudgetManagementPage.tsx","{mode === 'budget' ? handleSaveBudgets : handleSaveForecasts}","src/pages/production/BudgetManagementPage.tsx:742 annualBudgetService.canReviseQuarter(quarter, currentMonth) | src/pages/production/BudgetManagementPage.tsx:893 annualBudgetService.canReviseQuarter(quarter, currentMonth)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-049efbbf0411","public","authentification","/login","ACTION_JSX","button","src/pages/Login.tsx:184","src/pages/Login.tsx","{() => setLangOpen((open) => !open)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot authentification","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-04de4f55308d","admin | customer | mine | owner | sonasp","sales","/payments/virtual","ACTION_JSX","{approvingPaymentId ? 'Approbation en cours…' : 'Confirmer l’approbation'}","src/pages/payments/VirtualPaymentsPage.tsx:363","src/pages/payments/VirtualPaymentsPage.tsx","{() => void submitApproval()}","src/pages/payments/VirtualPaymentsPage.tsx:110 canApprove(payment) | src/pages/payments/VirtualPaymentsPage.tsx:118 canApprove(payment) | src/pages/payments/VirtualPaymentsPage.tsx:272 canViewProof(payment) | src/pages/payments/VirtualPaymentsPage.tsx:279 canApprove(payment) | src/pages/payments/VirtualPaymentsPage.tsx:32 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE) | src/pages/payments/VirtualPaymentsPage.tsx:33 hasSensitiveCapability(user, CAPABILITIES.FINANCE_RECONCILE) | src/pages/payments/VirtualPaymentsPage.tsx:90 canViewProof(payment)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot ventes internationales et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-056527320985","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","ACTION_JSX","Annuler","src/pages/collector/CollectionSalesPage.tsx:544","src/pages/collector/CollectionSalesPage.tsx","{() => setDecision(undefined)}","src/pages/collector/CollectionSalesPage.tsx:250 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-05a031548089","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","{t('pages.analytics.export')}","src/pages/analytics/AnalyticsIntelligenceCenter.tsx:571","src/pages/analytics/AnalyticsIntelligenceCenter.tsx","{handleExportFinancial}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-05c0ede7f20a","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","ACTION_JSX","Annuaire officiel DGI","src/pages/collector/ComptoirForm.tsx:636","src/pages/collector/ComptoirForm.tsx","","src/pages/collector/ComptoirForm.tsx:938 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-05e157c95b6b","admin | customer | mine | owner | refinery | sonasp","sales","/sales/:id","ACTION_JSX","{tr('Annuler', 'Cancel')}","src/pages/sales/InternationalSaleDetailView.tsx:152","src/pages/sales/InternationalSaleDetailView.tsx","{() => setDecision(null)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot ventes internationales et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-05ef1a1835e3","comptoir | owner","portal-comptoir","/portail-comptoir","ACTION_JSX","Link","src/pages/comptoir/ComptoirPortalPage.tsx:218","src/pages/comptoir/ComptoirPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-comptoir","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-05f0b6b6c632","public","public-et-alias","/assistance","ACTION_JSX","a","src/pages/public/PublicAssistancePage.tsx:65","src/pages/public/PublicAssistancePage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot public-et-alias","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-064774d4a0bb","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","button","src/pages/artisan-minier/ArtisanMinierListe.tsx:579","src/pages/artisan-minier/ArtisanMinierListe.tsx","{() => setOpenMenu((current) => (current === artisan.id ? null : artisan.id))}","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-066c02797d1b","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","ACTION_JSX","Paiement","src/pages/collector/CollectionSalesPage.tsx:398","src/pages/collector/CollectionSalesPage.tsx","","src/pages/collector/CollectionSalesPage.tsx:250 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-06763de7b362","admin | airport | factory | mine | owner | sonasp","documents","/documents/assay-certificates","ACTION_JSX","button","src/pages/documents/AssayCertificatesModern.tsx:321","src/pages/documents/AssayCertificatesModern.tsx","{() => setActiveTab(tab.id)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot documents","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-06851222095c","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/rapports/quantites","ACTION_JSX","Centre de rapports","src/pages/artisan-minier/RapportQuantites.tsx:121","src/pages/artisan-minier/RapportQuantites.tsx","{() => navigate('/artisan-minier/rapports')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-0693e668d14a","comptoir | owner","portal-comptoir","/portail-comptoir","ACTION_JSX","Actualiser","src/pages/comptoir/ComptoirPortalPage.tsx:106","src/pages/comptoir/ComptoirPortalPage.tsx","{() => void load()}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-comptoir","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-072c160ccc0d","admin | owner | sonasp","artisan-minier","/artisan-minier","ACTION_JSX","Liste","src/pages/artisan-minier/ArtisanMinierDashboard.tsx:375","src/pages/artisan-minier/ArtisanMinierDashboard.tsx","{() => setTerritoryTab('list')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-07314094bc89","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","Validation des cartes","src/pages/artisan-minier/CarteExpirations.tsx:183","src/pages/artisan-minier/CarteExpirations.tsx","{() => navigate('/artisan-minier/cartes/validation')}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-0752f60328d8","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","Suivant","src/components/admin/ActivityHistoryTab.tsx:301","src/components/admin/ActivityHistoryTab.tsx","{() => setPage(p => p + 1)}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-077478ab9986","admin | owner | sonasp","gold_purchases","/contrats/pilotage","ACTION_JSX","tr","src/pages/contrats/PilotageContrats.tsx:398","src/pages/contrats/PilotageContrats.tsx","{() => navigate(`/requisitions/${piece.id}`)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot achats et contrats","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-0781aa35a93e","admin | mine | owner | sonasp","gold_purchases","/contrats/:id | /requisitions/:id","ACTION_JSX","Renoncer","src/components/contrats/PiecesContractuelles.tsx:299","src/components/contrats/PiecesContractuelles.tsx","{() => { setVersement(null); if (champFichier.current) champFichier.current.value = ''; }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot achats et contrats","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
